Pconsent_self,gender,bday,bday#1_1,bday#2_1,bday#3_1,race_2,race_3,P1ed,P2ed,income,city,state,device,device-type,account,ytkids,controls,controls_type,Pdays,Ptime,Ptime_9_TEXT,Pfavorite,observations,yt_opinions_1,yt_opinions_2,yt_opinions_3,yt_opinions_4,yt_opinions_5,concerns,Pconsent-child,opp.x,gc.x,term.x,Q_BallotBoxStuffing.x,Q_CHL.x,expected_ir.x,expected_loi.x,Country.x,expected_n.x,tg.x,transaction_id,SVID.x,PS.x,Child_age,Response,P_age,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp.y,gc.y,term.y,Q_BallotBoxStuffing.y,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL.y,expected_ir.y,expected_loi.y,Country.y,expected_n.y,tg.y,SVID.y,PS.y,age_match,difference,large_diff,Ptime_score,Ptime_max,Ptime_max_score,malleable_score,h_appear_score,h_behave_score,parasocial_score,composite,regularity_score,friend_gender,friend_race,race_1,race_match,race_match_binary,gender_match
Agree,Female,2014-02-03,February,3,2014,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Chicago,Illinois,Yes,Android phone,Yes,Yes,No,NA,5,3,NA,Elon musk,Not really they are being influenced positivel,A great deal,A great deal,A lot,A lot,A great deal,Not really I have not experienced any so far,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,7hKfeituM8lb0lO8TeZAyI,36661704,1449,NA,Complete,11,YES,10,5 days,1 hour or less,Educational,NA,5 days,45 minutes or less,4,4,4,5,HassaH-educate,4,4,4,4,5,4,5,4,5,4,4,4,5,2,5,Often,I don't know,1,1,2,1,2,2,2,10,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,15,0.75,3.75,0.85,0.84,0.88,0.8,0.84,0.3142857142857143,Female,Asian,White,0,0,1
Agree,Male,2012-11-05,November,5,2012,NA,NA,Some college,Some college,"$25,000 through $34,999",Dallas,Texas,Yes,iPhone,Yes,Yes,No,NA,6,7,NA,Itsfunny,She has good behavior after watching YouTube,A lot,A lot,A lot,A lot,A moderate amount,None,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,1RNXhzFfTKXyWm22F01vFo,36661704,1449,NA,Complete,12,YES,12,7 days,1.5 hours or less,Gaming/Let's Play,NA,3 days,30 minutes or less,4,4,4,4,Itsfunny,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,Often,More people who DO have the same skin color as me,2,2,2,2,2,4,3,4,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,42,3,18,0.8,0.56,0.8,0.8,0.72,0.4857142857142857,Female,Black or African American,Black or African American,1,1,0
Agree,Female,2015-05-22,May,22,2015,NA,NA,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Turlock,CA,Yes,Android phone,Yes,Yes,No,NA,7,7,NA,Blupi,Relaxed,A great deal,A great deal,A great deal,A lot,A great deal,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,0aMmpevVWMk9R4asZ86Szd,36661704,1449,NA,Complete,9,YES,9,7 days,More than 2 hours,Educational,NA,7 days,More than 2 hours,5,2,3,3,Blupi,5,5,4,4,4,5,4,3,4,5,4,4,4,4,3,Very often,More people who DO have the same skin color as me,5,3,2,4,2,4,3,8,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.65,0.88,0.84,0.76,0.8266666666666667,0.6571428571428571,Female,South Asian,Hispanic or Latino/a,0,0,1
Agree,Female,2014-12-22,December,22,2014,NA,NA,Some college,Some college,"$25,000 through $34,999",Houston,Tx,Yes,iPhone,No,No,Yes,Songs and videos that are watched,7,5,NA,Cartoons and dancing dolls,No concerns,A great deal,A great deal,A lot,A lot,A lot,None,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,0cksCkRYiCmw675oRVtGLe,36661704,1449,NA,Complete,10,YES,11,7 days,2 hours or less,Other,Dancing and cheerleading videos,6 days,45 minutes or less,2,4,3,5,Dancing dolls,4,4,4,3,4,3,5,4,4,3,4,4,4,3,5,Sometimes,More people who DO NOT have the same skin color as me,3,5,3,1,1,4,1,4,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,35,1.5,10.5,0.7,0.76,0.76,0.8,0.7733333333333333,0.5142857142857142,Female,Black or African American,Black or African American,1,1,1
Agree,Male,2012-07-21,July,21,2012,NA,NA,High school degree or equivalent,High school degree or equivalent,"$50,000 through $74,999",Kansas city,Mo,Yes,Android phone,Yes,No,Yes,Just a few different ones.,7,7,NA,Mr. Beast,Hes hapoy.,A great deal,A great deal,A great deal,A lot,A great deal,happy.. just kids being mean.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,4A39ukeCnnaTMNNMAC2xcX,36661704,1449,NA,Complete,12,YES,12,7 days,1 hour or less,Gaming/Let's Play,NA,7 days,1 hour or less,1,3,1,4,Mr. Beast,4,4,4,2,2,2,5,2,4,2,4,4,4,4,4,Very often,More people who DO NOT have the same skin color as me,2,2,1,2,2,3,4,1,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.45,0.64,0.6,0.8,0.68,0.45714285714285713,Male,Black or African American,White,0,0,1
Agree,Male,2016-04-14,April,14,2016,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999",Madison,WI,Yes,Android tablet,No,No,Yes,Amazon parental controls,7,1,NA,DanTDM,He is usually excited to share a funny video with me that he enjoyed.,A moderate amount,A little,A little,A lot,A little,I have not experienced this because my children do not have access to non-child friendly content.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,5qd81s2HTTEY9RmJKy6mxS,36661704,1449,NA,Complete,8,YES,8,7 days,30 minutes or less,Gaming/Let's Play,NA,Never,NA,2,3,2,3,dantdm,2,2,3,2,3,4,4,2,3,5,4,4,4,4,3,Sometimes,I don't know,2,1,3,1,2,3,3,3,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,7,0.25,1.75,0.5,0.48,0.72,0.76,0.6533333333333333,0.42857142857142855,Male,Hispanic or Latino/a,White,0,0,1
Agree,Male,2015-11-13,November,13,2015,NA,NA,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",Pittsfield,NH,Yes,Android tablet,No,NA,No,NA,5,6,NA,mincraft,no none,A moderate amount,A little,A lot,A lot,A little,none,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,74ZiMc1bWZ6tFVtK8EimqW,36661704,1449,NA,Complete,9,YES,9,5 days,1.5 hours or less,Gaming/Let's Play,NA,6 days,45 minutes or less,3,3,3,3,minecraft,4,4,4,2,2,3,3,2,3,4,4,3,5,4,3,Sometimes,More people who DO NOT have the same skin color as me,3,3,3,3,2,3,2,9,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,30,2,10,0.6,0.64,0.6,0.76,0.6666666666666666,0.5428571428571428,Male,White,White,1,1,1
Agree,Male,2015-10-01,October,1,2015,NA,NA,Less than high school,Less than high school,"$100,000 or greater",pittsburgh,PA,Yes,Android phone,Yes,Yes,Yes,NA,7,4,NA,savrina carpenter,enjoys and happy,A moderate amount,A lot,A great deal,A lot,A great deal,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,7e5EGlg4rJUXGK4ifzSBMG,36661704,1449,NA,Complete,9,YES,8,5 days,1 hour or less,Gaming/Let's Play,NA,4 days,1 hour or less,5,4,5,4,aeromouth,5,4,5,5,5,5,4,5,4,5,5,4,5,4,5,Often,More people who DO have the same skin color as me,5,4,2,5,2,5,2,5,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,28,1,7,0.9,0.96,0.92,0.92,0.9333333333333333,0.7142857142857143,Male,South Asian,Hispanic or Latino/a,0,0,1
Agree,Male,2014-06-07,June,7,2014,NA,NA,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",Minneapolis,MN,Yes,iPhone,Yes,Yes,No,NA,7,6,NA,Ninja,Nothing he's the same little boy.,A great deal,A great deal,A great deal,A lot,A great deal,I haven't noticed anything,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,6pAVPuOeEzQ6BorDRyrrku,36661704,1449,NA,Complete,10,YES,10,7 days,2 hours or less,Educational,NA,3 days,45 minutes or less,1,1,1,1,Ninja,5,5,5,2,4,4,1,1,1,2,1,2,1,4,1,Very often,More people who DO NOT have the same skin color as me,1,1,1,1,1,3,1,4,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,42,2,14,0.2,0.84,0.36,0.36,0.52,0.2571428571428571,Female,Black or African American,Multiracial,2,0,0
Agree,Female,2017-06-06,June,6,2017,NA,NA,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",berlin,wi,Yes,Android tablet,Yes,Yes,No,NA,4,4,NA,cartoon,talkative,A moderate amount,A lot,A moderate amount,A lot,A great deal,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,6scUTpVGbb5DdE9nFNw1IC,36661704,1449,NA,Complete,7,YES,8,4 days,1 hour or less,Crafts/do-it-yourself (DIY),NA,2 days,15 minutes or less,1,3,1,1,none,4,2,5,1,4,4,1,3,5,2,4,5,2,4,5,Often,I don't know,3,2,2,1,1,3,2,1,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,16,1,4,0.3,0.64,0.6,0.8,0.68,0.4,Male,Black or African American,White,0,0,0
Agree,Male,2014-03-10,March,10,2014,NA,NA,"Master's degree (e.g. MA, MS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Elmhurst,Illinois,Yes,iPad tablet,Yes,Yes,Yes,I have full control to my child kids account,7,7,NA,Mr Beast is my child's favourite,She tries things in real life what she has seen on youtube,A great deal,A lot,A great deal,A lot,A lot,So far I do not have much concerns about the contents that my child watch on youtube because I get to decide what she is gonna watch,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,016mQH35hdn4eUBNLxXLSB,36661704,1449,NA,Complete,11,YES,11,7 days,More than 2 hours,Educational,NA,7 days,1 hour or less,4,4,1,5,My favourite YouTuber is Mr Beast,2,2,5,2,4,2,2,4,2,4,5,4,4,5,4,Rarely,More people who DO have the same skin color as me,2,2,1,1,1,2,4,2,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.7,0.6,0.56,0.88,0.68,0.37142857142857144,Female,White,White,1,1,0
Agree,Male,2011-01-16,January,16,2011,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Los Angeles,Ca,Yes,iPhone,No,No,No,NA,5,3,NA,Charles kurk,Learning,A moderate amount,A lot,A lot,A lot,A great deal,Yes. Too much bad and toxic information,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,6tyWfil52fD9r7opcTMJKC,36661704,1449,NA,Complete,14,YES,13,5 days,45 minutes or less,Educational,NA,7 days,45 minutes or less,4,4,3,3,None,4,5,4,4,5,4,5,4,4,4,4,5,4,4,5,Sometimes,More people who DO NOT have the same skin color as me,4,2,4,3,3,3,3,5,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,15,0.75,3.75,0.7,0.88,0.84,0.88,0.8666666666666667,0.6285714285714286,Male,South Asian,Asian,0,0,1
Agree,Female,2013-01-30,January,30,2013,NA,NA,Less than high school,Less than high school,"$25,000 through $34,999",Arlington,Tx,No,Android tablet,Yes,Yes,No,NA,2,4,NA,Jujutsu kaisen,Addicted,A great deal,A great deal,A lot,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,1GnUDwhWSI0OlVj5DLk4AC,36661704,1449,NA,Complete,12,YES,12,3 days,1 hour or less,Gaming/Let's Play,NA,Never,NA,3,3,3,3,Mr beast,5,5,5,5,5,4,4,5,3,5,4,5,5,5,4,Very often,More people who DO NOT have the same skin color as me,3,3,3,3,3,3,3,10,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,8,1,2,0.6,1,0.84,0.92,0.92,0.6,Female,Asian,Black or African American,0,0,1
Agree,Male,2012-03-09,March,9,2012,NA,NA,Some college,High school degree or equivalent,"$50,000 through $74,999",Horseheads,Ny,Yes,Android phone,Yes,Yes,No,NA,7,7,NA,Not sure,None,A moderate amount,A moderate amount,A little,A lot,A moderate amount,NA,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,0hAJMDqICjLiPG6QPpheJj,36661704,1449,NA,Complete,13,YES,13,7 days,1 hour or less,Educational,NA,7 days,30 minutes or less,4,4,4,4,Out door boys,2,2,4,2,2,2,2,2,2,4,2,3,2,2,3,Often,More people who DO have the same skin color as me,2,3,4,4,2,2,3,2,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.8,0.48,0.48,0.48,0.48,0.5714285714285714,Female,White,White,1,1,0
Agree,Male,2012-04-26,April,26,2012,NA,NA,High school degree or equivalent,NA,"Less than $5,000","Tampa,Florida",fl,Yes,Android tablet,No,Yes,No,NA,2,1,NA,Cory x,no,A great deal,A lot,A great deal,A lot,A great deal,none,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,72RFASlJDmyRrNRa5DoAjW,36661704,1449,NA,Complete,12,YES,12,2 days,NA,NA,NA,NA,NA,2,1,2,1,Cory x,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,Rarely,More people who DO NOT have the same skin color as me,1,2,5,2,5,2,5,3,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,2,0.25,0.5,0.3,0.28,0.28,0.28,0.28,0.6285714285714286,Male,Hispanic or Latino/a,Hispanic or Latino/a,1,1,1
Agree,Male,2013-02-01,February,1,2013,NA,NA,Less than high school,Less than high school,"$100,000 or greater",Jasper,indiana,Yes,iPad tablet,Yes,Yes,No,NA,7,6,NA,none,I feel that he is happy and curious,A great deal,A little,A great deal,A lot,A great deal,We haven't faced these situations yet.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,5Xpxm1kKDdQ8VNvueTBw7l,36661704,1449,NA,Complete,12,YES,12,7 days,2 hours or less,Makeup/Fashion,NA,7 days,30 minutes or less,1,1,1,2,Beyoncé,5,4,2,4,4,4,5,4,4,5,5,5,5,5,5,Often,More people who DO have the same skin color as me,1,1,1,1,1,2,3,4,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,42,2,14,0.25,0.76,0.88,1,0.88,0.2857142857142857,Female,Black or African American,White,0,0,0
Agree,Female,2014-02-22,February,22,2014,NA,NA,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Indianapolis,Indiana,Yes,iPhone,No,No,No,NA,7,7,NA,Soup Timmy,He’s smarter,A little,A little,A lot,A lot,A moderate amount,No concerns,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,3PlGN7ul1wVwjQQHNk3aET,36661704,1449,NA,Complete,11,YES,11,7 days,45 minutes or less,Gaming/Let's Play,NA,5 days,30 minutes or less,4,4,1,3,Soup timmy,1,1,2,3,1,3,2,3,3,4,4,5,2,4,3,Sometimes,I don't know,2,2,2,1,3,2,3,5,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.6,0.32,0.6,0.72,0.5466666666666666,0.42857142857142855,Male,South Asian,White,0,0,0
Agree,Female,2013-01-10,January,10,2013,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",San Antonio,Texas,Yes,iPad tablet,Yes,Yes,No,NA,5,4,NA,Blippi,Nothing,A great deal,A lot,A great deal,A lot,A lot,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,2IpYEdGtwk76OKgYIMbbWt,36661704,1449,NA,Complete,12,YES,12,7 days,1 hour or less,Gaming/Let's Play,NA,7 days,30 minutes or less,2,2,1,4,Ryan's World,4,5,5,5,4,4,5,4,5,5,5,5,5,4,4,Sometimes,More people who DO have the same skin color as me,1,1,2,1,2,4,4,4,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,20,1,5,0.45,0.92,0.92,0.92,0.92,0.42857142857142855,Female,Black or African American,White,0,0,1
Agree,Female,2015-01-22,January,22,2015,NA,NA,"Bachelor's degree (e.g. BA, BS)",High school degree or equivalent,"$100,000 or greater",Housto,Tx,Yes,Android phone,No,No,Yes,Youtube kids,7,4,NA,Aphmau,Nothing of concern at this time,A moderate amount,A moderate amount,A lot,A lot,A little,Nothing right now,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,5g5HTqte82LvG8i9bpynUu,36661704,1449,NA,Complete,10,YES,10,7 days,45 minutes or less,Compilations,NA,7 days,30 minutes or less,2,3,2,3,Aphmua,2,2,2,3,3,4,3,3,2,4,4,3,4,4,4,Often,I don't know,2,2,2,2,2,4,3,4,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,28,1,7,0.5,0.48,0.64,0.76,0.6266666666666667,0.4857142857142857,Female,Black or African American,White,0,0,1
Agree,Male,2017-02-24,February,24,2017,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Chicago,IL,Yes,iPad tablet,Yes,Yes,Yes,select the options,6,2,NA,Dora,not sure,A lot,A great deal,A moderate amount,A lot,A moderate amount,"dangerous links , naked photos",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,5k2TOnZMHsm1sfEwiyxqZQ,36661704,1449,NA,Complete,8,YES,7,6 days,45 minutes or less,Gaming/Let's Play,NA,5 days,45 minutes or less,2,4,5,2,brain pop,4,5,4,3,3,4,3,5,4,5,4,5,5,4,5,Never,More people who DO have the same skin color as me,2,1,2,2,1,4,2,3,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,12,0.5,3,0.65,0.76,0.84,0.92,0.84,0.4,Male,Hispanic or Latino/a,White,0,0,1
Agree,Female,2011-11-11,November,11,2011,NA,NA,"Master's degree (e.g. MA, MS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Humble,TX,Yes,iPhone,No,No,No,none,5,4,NA,Mr. beast,No noted change in behavior.,A moderate amount,A lot,A little,A lot,A moderate amount,A few times I have heard inappropriate words and comments and instruct my child to change the channel and not watch again. That tends to happen during videos of gamers filming their process while playing games.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,48Y6FIFuRH4vmlbKWS16zK,36661704,1449,NA,Complete,13,YES,13,5 days,1 hour or less,Gaming/Let's Play,NA,Never,NA,1,1,1,2,Mr. Beast,1,1,1,4,1,3,4,2,4,4,4,4,4,4,4,Very often,More people who DO NOT have the same skin color as me,1,2,2,4,2,4,3,1,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,20,1,5,0.25,0.32,0.68,0.8,0.6,0.5142857142857142,Male,Black or African American,Black or African American,1,1,0
Agree,Male,2011-11-18,November,18,2011,NA,NA,Some college,"Master's degree (e.g. MA, MS)","$100,000 or greater",Dallas,Tx,Yes,iPhone,No,No,No,NA,7,7,NA,Mr Beast,No,A lot,A lot,A lot,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,5rgmgGO375RWI9Wun6X5Ck,36661704,1449,NA,Complete,13,YES,13,7 days,More than 2 hours,Gaming/Let's Play,NA,7 days,More than 2 hours,3,3,3,3,Mr Beast,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,Never,I don't know,1,1,2,1,2,3,2,9,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.6,0.76,0.8,0.76,0.7733333333333333,0.34285714285714286,Male,White,White,1,1,1
Agree,Male,2014-02-11,February,11,2014,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999",Detroit,Michigan,Yes,iPad tablet,No,Yes,Yes,Everything.,7,6,NA,They see cartoon.,Yes. Very much.,A lot,A lot,A great deal,A lot,A great deal,They create familiar content & I appreciate them.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,3vcDCc3s94KdUf6pLTNzZ2,36661704,1449,NA,Complete,11,YES,11,7 days,1 hour or less,Educational,NA,3 days,30 minutes or less,4,4,4,4,Mr beast.,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,Very often,More people who DO have the same skin color as me,4,2,2,1,2,4,3,9,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,42,2,14,0.8,0.68,0.8,0.8,0.76,0.5142857142857142,Male,White,White,1,1,1
Agree,Female,2014-07-18,July,18,2014,NA,NA,"Bachelor's degree (e.g. BA, BS)",Some college,"$35,000 through $49,999",Orlando,Florida,Yes,iPad tablet,Yes,No,No,NA,7,4,NA,Alexa,No,None at all,None at all,None at all,A lot,None at all,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,4rE6r1ApKEZlX5kRsF1FE6,36661704,1449,NA,Complete,10,YES,10,7 days,1 hour or less,Vlogs,NA,Never,NA,3,3,3,3,Alexa rivera,2,1,2,2,1,2,2,2,2,2,5,5,4,5,5,Sometimes,More people who DO NOT have the same skin color as me,3,3,2,4,3,3,3,6,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,28,1,7,0.6,0.32,0.4,0.96,0.56,0.6,Female,Hispanic or Latino/a,Hispanic or Latino/a,1,1,1
Agree,Male,2011-07-20,July,20,2011,NA,NA,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",Boynton Beach,Florida,Yes,iPad tablet,No,No,No,NA,3,5,NA,i don't know,nothing the kid behaves the same as I know,A little,A little,A moderate amount,A lot,A moderate amount,No concerns - the kids are going to learn this some place,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,3C9PbkkfQzCw6b7tZYAlol,36661704,1449,NA,Complete,13,YES,13,5 days,2 hours or less,Gaming/Let's Play,NA,5 days,2 hours or less,2,2,1,2,no favorite,2,2,2,3,3,3,4,4,4,5,4,4,4,5,5,Often,I don't know,3,2,2,3,2,3,4,8,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,15,1.5,4.5,0.35,0.48,0.8,0.88,0.72,0.5428571428571428,Female,South Asian,White,0,0,0
Agree,Male,2013-04-07,April,7,2013,Native Hawaiian or Other Pacific Islander,White,Some college,Other,"$25,000 through $34,999",Los Angeles,California,Yes,Android tablet,Yes,Yes,Yes,It doesn't allow adult content,4,4,NA,He watches wrestling content,No.,A great deal,A great deal,A moderate amount,A lot,A moderate amount,For the most part my son watches wrestling videos which are sensored of there is any cursing.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,4nwkZLM4ohebfsFwSH3Ixp,36661704,1449,NA,Complete,12,YES,12,5 days,1.5 hours or less,Sports,NA,5 days,30 minutes or less,1,1,1,1,I don't watch YouTube for youtubers,3,3,4,4,3,3,2,1,1,3,3,3,3,1,1,Often,I don't know,1,1,3,3,3,3,3,1,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,16,1,4,0.2,0.68,0.4,0.44,0.5066666666666667,0.4857142857142857,Male,Black or African American,Black or African American,1,1,1
